PATH_ID	pathway_name	info_url	description_brief	contributor	name_systematic
2460	WP_ACUTE_VIRAL_MYOCARDITIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4298&oldid=123508	Acute viral myocarditis	WikiPathways	M39776
2461	WP_NUCLEAR_RECEPTORS_METAPATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2882&oldid=120815	Nuclear receptors meta-pathway	WikiPathways	M39428
2462	WP_FERROPTOSIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4313&oldid=123507	Ferroptosis	WikiPathways	M39768
2463	WP_HIJACK_OF_UBIQUITINATION_BY_SARSCOV2	https://classic.wikipathways.org/index.php?title=Pathway:WP4860&oldid=124635	Hijack of ubiquitination by SARS-CoV-2	WikiPathways	M39900
2464	WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION	https://classic.wikipathways.org/index.php?title=Pathway:WP1991&oldid=117830	SRF and miRs in smooth muscle differentiation and proliferation	WikiPathways	M39393
2465	WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER	https://classic.wikipathways.org/index.php?title=Pathway:WP4284&oldid=108123	Ultraconserved region 339 modulation of tumor suppressor microRNAs in cancer	WikiPathways	M39779
2466	WP_HEME_BIOSYNTHESIS	https://classic.wikipathways.org/index.php?title=Pathway:WP561&oldid=124939	Heme biosynthesis	WikiPathways	M39470
2467	WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION	https://classic.wikipathways.org/index.php?title=Pathway:WP4481&oldid=121702	Resistin as a regulator of inflammation	WikiPathways	M39745
2468	WP_ETHANOL_METABOLISM_PRODUCTION_OF_ROS_BY_CYP2E1	https://classic.wikipathways.org/index.php?title=Pathway:WP4269&oldid=117715	Ethanol metabolism production of ROS by CYP2E1	WikiPathways	M39481
2469	WP_DYRK1A	https://classic.wikipathways.org/index.php?title=Pathway:WP5180&oldid=125328	DYRK1A	WikiPathways	M45532
2470	WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4329&oldid=124845	miRNA role in immune response in sepsis	WikiPathways	M39354
2471	WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_3	https://classic.wikipathways.org/index.php?title=Pathway:WP5110&oldid=120392	Familial hyperlipidemia type 3	WikiPathways	M42551
2472	WP_LUNG_FIBROSIS	https://classic.wikipathways.org/index.php?title=Pathway:WP3624&oldid=122572	Lung fibrosis	WikiPathways	M39477
2473	WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP3932&oldid=124527	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	WikiPathways	M39719
2474	WP_GLIAL_CELL_DIFFERENTIATION	https://classic.wikipathways.org/index.php?title=Pathway:WP2276&oldid=124894	Glial cell differentiation	WikiPathways	M39372
2475	WP_QUERCETIN_AND_NFKB_AP1_INDUCED_APOPTOSIS	https://classic.wikipathways.org/index.php?title=Pathway:WP2435&oldid=120750	Quercetin and Nf-kB / AP-1 induced apoptosis	WikiPathways	M42567
2476	WP_RETINOBLASTOMA_GENE_IN_CANCER	https://classic.wikipathways.org/index.php?title=Pathway:WP2446&oldid=116593	Retinoblastoma gene in cancer	WikiPathways	M39678
2477	WP_LDLRAD4_AND_WHAT_WE_KNOW_ABOUT_IT	https://classic.wikipathways.org/index.php?title=Pathway:WP4904&oldid=124593	LDLRAD4 and what we know about it	WikiPathways	M39889
2478	WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA	https://classic.wikipathways.org/index.php?title=Pathway:WP3593&oldid=117786	MicroRNA for targeting cancer growth and vascularization in glioblastoma	WikiPathways	M39670
2479	WP_LIPID_PARTICLES_COMPOSITION	https://classic.wikipathways.org/index.php?title=Pathway:WP3601&oldid=117687	Lipid particles composition	WikiPathways	M39697
2480	WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP3937&oldid=120792	Microglia pathogen phagocytosis pathway	WikiPathways	M39695
2481	WP_SMC1SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	https://classic.wikipathways.org/index.php?title=Pathway:WP5118&oldid=125319	SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome	WikiPathways	M42562
2482	WP_WNT_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP363&oldid=120695	Wnt signaling pathway	WikiPathways	M39721
2483	WP_PTF1A_RELATED_REGULATORY_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP4147&oldid=94394	PTF1A related regulatory pathway	WikiPathways	M39548
2484	WP_OVARIAN_INFERTILITY	https://classic.wikipathways.org/index.php?title=Pathway:WP34&oldid=125295	Ovarian infertility	WikiPathways	M39458
2485	WP_TAMOXIFEN_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP691&oldid=114497	Tamoxifen metabolism	WikiPathways	M39631
2486	WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP4538&oldid=104390	Regulatory circuits of the STAT3 signaling pathway	WikiPathways	M39824
2487	WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP138&oldid=122133	Androgen receptor signaling pathway	WikiPathways	M39700
2488	WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS	https://classic.wikipathways.org/index.php?title=Pathway:WP4583&oldid=123408	Biomarkers for urea cycle disorders	WikiPathways	M39842
2489	WP_SLEEP_REGULATION	https://classic.wikipathways.org/index.php?title=Pathway:WP3591&oldid=88424	Sleep regulation	WikiPathways	M39504
2490	WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALING_BY_CNV	https://classic.wikipathways.org/index.php?title=Pathway:WP4875&oldid=116427	Disruption of postsynaptic signaling by CNV	WikiPathways	M39875
2491	WP_PROSTAGLANDIN_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP5088&oldid=119639	Prostaglandin signaling	WikiPathways	M42532
2492	WP_GENES_CONTROLLING_NEPHROGENESIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4823&oldid=119116	Genes controlling nephrogenesis	WikiPathways	M39891
2493	WP_MACROPHAGE_MARKERS	https://classic.wikipathways.org/index.php?title=Pathway:WP4146&oldid=107552	Macrophage markers	WikiPathways	M39708
2494	WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX	https://classic.wikipathways.org/index.php?title=Pathway:WP4719&oldid=124743	Eicosanoid metabolism via cyclooxygenases (COX)	WikiPathways	M39851
2495	WP_HIPPOYAP_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP4537&oldid=124854	Hippo-YAP signaling	WikiPathways	M39821
2496	WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	https://classic.wikipathways.org/index.php?title=Pathway:WP4016&oldid=120667	DNA IR-damage and cellular response via ATR	WikiPathways	M39490
2497	WP_ROLES_OF_CERAMIDES_IN_DEVELOPMENT_OF_INSULIN_RESISTANCE	https://classic.wikipathways.org/index.php?title=Pathway:WP5181&oldid=124851	Roles of ceramides in development of insulin resistance	WikiPathways	M45533
2498	WP_CYSTEINE_AND_METHIONINE_CATABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP4504&oldid=119316	Cysteine and methionine catabolism	WikiPathways	M39790
2499	WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME	https://classic.wikipathways.org/index.php?title=Pathway:WP4657&oldid=120007	22q11.2 copy number variation syndrome	WikiPathways	M39787
2500	WP_OXIDATIVE_DAMAGE_RESPONSE	https://classic.wikipathways.org/index.php?title=Pathway:WP3941&oldid=123242	Oxidative damage response	WikiPathways	M39340
2501	WP_MAPK_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP382&oldid=119087	MAPK signaling pathway	WikiPathways	M39597
2502	WP_DEGRADATION_PATHWAY_OF_SPHINGOLIPIDS_INCLUDING_DISEASES	https://classic.wikipathways.org/index.php?title=Pathway:WP4153&oldid=124950	Degradation pathway of sphingolipids, including diseases	WikiPathways	M39638
2503	WP_PYRIMIDINE_METABOLISM_AND_RELATED_DISEASES	https://classic.wikipathways.org/index.php?title=Pathway:WP4225&oldid=124955	Pyrimidine metabolism and related diseases	WikiPathways	M39765
2504	WP_SILDENAFIL_TREATMENT	https://classic.wikipathways.org/index.php?title=Pathway:WP5294&oldid=124488	Sildenafil treatment	WikiPathways	M46455
2505	WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	https://classic.wikipathways.org/index.php?title=Pathway:WP4946&oldid=117703	DNA repair pathways, full network	WikiPathways	M40049
2506	WP_CELL_DIFFERENTIATION_EXPANDED_INDEX	https://classic.wikipathways.org/index.php?title=Pathway:WP2023&oldid=117676	Cell differentiation - expanded index	WikiPathways	M39723
2507	WP_BIOSYNTHESIS_AND_TURNOVER_OF_1DEOXYSPHINGOID_BASES	https://classic.wikipathways.org/index.php?title=Pathway:WP5179&oldid=121899	Biosynthesis and turnover of 1-deoxy-sphingoid bases	WikiPathways	M45534
2508	WP_S1P_RECEPTOR_SIGNAL_TRANSDUCTION	https://classic.wikipathways.org/index.php?title=Pathway:WP26&oldid=118660	S1P receptor signal transduction	WikiPathways	M39384
2509	WP_OXIDATION_BY_CYTOCHROME_P450	https://classic.wikipathways.org/index.php?title=Pathway:WP43&oldid=122562	Oxidation by cytochrome P450	WikiPathways	M39653
2510	WP_MBDNF_AND_PROBDNF_REGULATION_OF_GABA_NEUROTRANSMISSION	https://classic.wikipathways.org/index.php?title=Pathway:WP4829&oldid=109219	mBDNF and proBDNF regulation of GABA neurotransmission	WikiPathways	M39854
2511	WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP75&oldid=119233	Toll-like receptor signaling pathway	WikiPathways	M39434
2512	WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	https://classic.wikipathways.org/index.php?title=Pathway:WP3863&oldid=121717	T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection	WikiPathways	M39429
2513	WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE	https://classic.wikipathways.org/index.php?title=Pathway:WP530&oldid=117693	Cytokines and inflammatory response	WikiPathways	M39711
2514	WP_NEUROGENESIS_REGULATION_IN_THE_OLFACTORY_EPITHELIUM	https://classic.wikipathways.org/index.php?title=Pathway:WP5265&oldid=123524	Neurogenesis regulation in the olfactory epithelium	WikiPathways	M45535
2515	WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2380&oldid=120727	Brain-derived neurotrophic factor (BDNF) signaling pathway	WikiPathways	M39691
2516	WP_GALANIN_RECEPTOR_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP4970&oldid=113773	Galanin receptor pathway	WikiPathways	M40039
2517	WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP4558&oldid=107928	Overview of interferons-mediated signaling pathway	WikiPathways	M39785
2518	WP_TYPE_II_DIABETES_MELLITUS	https://classic.wikipathways.org/index.php?title=Pathway:WP1584&oldid=122869	Type II diabetes mellitus	WikiPathways	M39658
2519	WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2	https://classic.wikipathways.org/index.php?title=Pathway:WP5038&oldid=124641	Mitochondrial immune response to SARS-CoV-2	WikiPathways	M40066
2520	WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT	https://classic.wikipathways.org/index.php?title=Pathway:WP710&oldid=116542	DNA damage response (only ATM dependent)	WikiPathways	M39492
2521	WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS	https://classic.wikipathways.org/index.php?title=Pathway:WP314&oldid=121827	Fas ligand pathway and stress induction of heat shock proteins	WikiPathways	M39673
2522	WP_IMMUNE_INFILTRATION_IN_PANCREATIC_CANCER	https://classic.wikipathways.org/index.php?title=Pathway:WP5285&oldid=125081	Immune infiltration in pancreatic cancer	WikiPathways	M46456
2523	WP_MAPK_AND_NFKB_SIGNALING_PATHWAYS_INHIBITED_BY_YERSINIA_YOPJ	https://classic.wikipathways.org/index.php?title=Pathway:WP3849&oldid=116433	MAPK and NFkB signaling pathways inhibited by Yersinia YopJ	WikiPathways	M39552
2524	WP_ULCERATIVE_COLITIS_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP5174&oldid=121476	Ulcerative colitis signaling	WikiPathways	M45536
2525	WP_ALLOGRAFT_REJECTION	https://classic.wikipathways.org/index.php?title=Pathway:WP2328&oldid=120805	Allograft rejection	WikiPathways	M39398
2526	WP_SPHINGOLIPID_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP1422&oldid=118359	Sphingolipid pathway	WikiPathways	M39501
2527	WP_PROXIMAL_TUBULE_TRANSPORT	https://classic.wikipathways.org/index.php?title=Pathway:WP4917&oldid=119111	Proximal tubule transport	WikiPathways	M39812
2528	WP_TRANSSULFURATION_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2333&oldid=72015	Trans-sulfuration pathway	WikiPathways	M39324
2529	WP_MED_AND_PSEUDOACHONDROPLASIA_GENES	https://classic.wikipathways.org/index.php?title=Pathway:WP4789&oldid=117775	MED and pseudoachondroplasia genes	WikiPathways	M39872
2530	WP_BIOSYNTHESIS_AND_REGENERATION_OF_TETRAHYDROBIOPTERIN_AND_CATABOLISM_OF_PHENYLALANINE	https://classic.wikipathways.org/index.php?title=Pathway:WP4156&oldid=124953	Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine	WikiPathways	M45537
2531	WP_MIR517_RELATIONSHIP_WITH_ARCN1_AND_USP1	https://classic.wikipathways.org/index.php?title=Pathway:WP3596&oldid=105860	miR-517 relationship with ARCN1 and USP1	WikiPathways	M39330
2532	WP_SULINDAC_METABOLIC_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2542&oldid=117834	Sulindac metabolic pathway	WikiPathways	M39671
2533	WP_NICOTINE_EFFECT_ON_CHROMAFFIN_CELLS	https://classic.wikipathways.org/index.php?title=Pathway:WP1603&oldid=117164	Nicotine effect on chromaffin cells	WikiPathways	M45538
2534	WP_INSULIN_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP481&oldid=120562	Insulin signaling	WikiPathways	M39482
2535	WP_PROGERIAASSOCIATED_LIPODYSTROPHY	https://classic.wikipathways.org/index.php?title=Pathway:WP5103&oldid=119170	Progeria-associated lipodystrophy	WikiPathways	M42534
2536	WP_CIRCADIAN_RHYTHM_GENES	https://classic.wikipathways.org/index.php?title=Pathway:WP3594&oldid=117682	Circadian rhythm genes	WikiPathways	M39605
2537	WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE	https://classic.wikipathways.org/index.php?title=Pathway:WP2895&oldid=118446	Differentiation of white and brown adipocyte	WikiPathways	M39665
2538	WP_BDNFTRKB_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP3676&oldid=116809	BDNF-TrkB signaling	WikiPathways	M39532
2539	WP_FATTY_ACID_BIOSYNTHESIS	https://classic.wikipathways.org/index.php?title=Pathway:WP357&oldid=125347	Fatty acid biosynthesis	WikiPathways	M39440
2540	WP_UNFOLDED_PROTEIN_RESPONSE	https://classic.wikipathways.org/index.php?title=Pathway:WP4925&oldid=123438	Unfolded protein response	WikiPathways	M39878
2541	WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME	https://classic.wikipathways.org/index.php?title=Pathway:WP5223&oldid=122632	2q21.1 copy number variation syndrome	WikiPathways	M45539
2542	WP_GLYCOLYSIS_IN_SENESCENCE	https://classic.wikipathways.org/index.php?title=Pathway:WP5049&oldid=124803	Glycolysis in senescence	WikiPathways	M40053
2543	WP_TGFBETA_RECEPTOR_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP560&oldid=117838	TGF-beta receptor signaling	WikiPathways	M39351
2544	WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4211&oldid=107570	Transcriptional cascade regulating adipogenesis	WikiPathways	M39753
2545	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION	https://classic.wikipathways.org/index.php?title=Pathway:WP4240&oldid=106495	Regulation of sister chromatid separation at the metaphase-anaphase transition	WikiPathways	M39772
2546	WP_LEPTIN_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2034&oldid=120670	Leptin signaling pathway	WikiPathways	M39491
2547	WP_BLOOD_CLOTTING_CASCADE	https://classic.wikipathways.org/index.php?title=Pathway:WP272&oldid=120902	Blood clotting cascade	WikiPathways	M39480
2548	WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE	https://classic.wikipathways.org/index.php?title=Pathway:WP3878&oldid=123399	ATM signaling in development and disease	WikiPathways	M39518
2549	WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_AUTOPHAGY	https://classic.wikipathways.org/index.php?title=Pathway:WP4863&oldid=124639	Host-pathogen interaction of human coronaviruses - autophagy	WikiPathways	M39903
2550	WP_RETT_SYNDROME_CAUSING_GENES	https://classic.wikipathways.org/index.php?title=Pathway:WP4312&oldid=123518	Rett syndrome causing genes	WikiPathways	M39759
2551	WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES	https://classic.wikipathways.org/index.php?title=Pathway:WP4879&oldid=123415	Overlap between signal transduction pathways contributing to LMNA laminopathies	WikiPathways	M39877
2552	WP_NAD_METABOLISM_SIRTUINS_AND_AGING	https://classic.wikipathways.org/index.php?title=Pathway:WP3630&oldid=121716	NAD metabolism, sirtuins and aging	WikiPathways	M39439
2553	WP_CHOLESTEROL_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP5304&oldid=125192	Cholesterol metabolism	WikiPathways	M46457
2554	WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP4523&oldid=121849	Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism	WikiPathways	M39815
2555	WP_LNCRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE	https://classic.wikipathways.org/index.php?title=Pathway:WP3672&oldid=123394	lncRNA-mediated mechanisms of therapeutic resistance	WikiPathways	M39446
2556	WP_SECRETION_OF_HYDROCHLORIC_ACID_IN_PARIETAL_CELLS	https://classic.wikipathways.org/index.php?title=Pathway:WP2597&oldid=117821	Secretion of hydrochloric acid in parietal cells	WikiPathways	M39626
2557	WP_MELATONIN_METABOLISM_AND_EFFECTS	https://classic.wikipathways.org/index.php?title=Pathway:WP3298&oldid=123268	Melatonin metabolism and effects	WikiPathways	M39418
2558	WP_UREA_CYCLE_AND_RELATED_DISEASES	https://classic.wikipathways.org/index.php?title=Pathway:WP4571&oldid=123434	Urea cycle and related diseases	WikiPathways	M39833
2559	WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP313&oldid=118735	Hepatocyte growth factor receptor signaling	WikiPathways	M39383
2560	WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER	https://classic.wikipathways.org/index.php?title=Pathway:WP2291&oldid=117696	Deregulation of Rab and Rab effector genes in bladder cancer	WikiPathways	M39391
2561	WP_TROP2_REGULATORY_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP5300&oldid=124970	TROP2 regulatory signaling	WikiPathways	M46458
2562	WP_IL2_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP49&oldid=120703	IL-2 signaling pathway	WikiPathways	M39536
2563	WP_NODLIKE_RECEPTOR_NLR_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP288&oldid=125016	Nod-like receptor (NLR) signaling pathway	WikiPathways	M39494
2564	WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE	https://classic.wikipathways.org/index.php?title=Pathway:WP501&oldid=117742	GPCRs, class C metabotropic glutamate, pheromone	WikiPathways	M39442
2565	WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION	https://classic.wikipathways.org/index.php?title=Pathway:WP5072&oldid=115764	Modulators of TCR signaling and T cell activation	WikiPathways	M42548
2566	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	https://classic.wikipathways.org/index.php?title=Pathway:WP47&oldid=120579	Hedgehog signaling pathway	WikiPathways	M39675
2567	WP_VASOPRESSINREGULATED_WATER_REABSORPTION	https://classic.wikipathways.org/index.php?title=Pathway:WP5085&oldid=119785	Vasopressin-regulated water reabsorption	WikiPathways	M42554
2568	WP_DISORDERS_OF_FRUCTOSE_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP5178&oldid=125327	Disorders of fructose metabolism	WikiPathways	M45540
2569	WP_MTHFR_DEFICIENCY	https://classic.wikipathways.org/index.php?title=Pathway:WP4288&oldid=124269	MTHFR deficiency	WikiPathways	M39755
2570	WP_TH17_CELL_DIFFERENTIATION_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP5130&oldid=125323	Th17 cell differentiation pathway	WikiPathways	M45541
2571	WP_BASE_EXCISION_REPAIR	https://classic.wikipathways.org/index.php?title=Pathway:WP4752&oldid=125305	Base excision repair	WikiPathways	M39861
2572	WP_LIPID_METABOLISM_IN_SENESCENT_CELLS	https://classic.wikipathways.org/index.php?title=Pathway:WP5149&oldid=120374	Lipid metabolism in senescent cells	WikiPathways	M45542
2573	WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4947&oldid=118070	Nitric oxide metabolism in cystic fibrosis	WikiPathways	M39894
2574	WP_FOXA2_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP5066&oldid=116631	FOXA2 pathway	WikiPathways	M42579
2575	WP_CILIARY_LANDSCAPE	https://classic.wikipathways.org/index.php?title=Pathway:WP4352&oldid=102218	Ciliary landscape	WikiPathways	M39734
2576	WP_INFLAMMATORY_RESPONSE_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP453&oldid=116780	Inflammatory response pathway	WikiPathways	M39641
2577	WP_PKCGAMMA_CALCIUM_SIGNALING_PATHWAY_IN_ATAXIA	https://classic.wikipathways.org/index.php?title=Pathway:WP4760&oldid=108400	PKC-gamma calcium signaling pathway in ataxia	WikiPathways	M39795
2578	WP_LET7_INHIBITION_OF_ES_CELL_REPROGRAMMING	https://classic.wikipathways.org/index.php?title=Pathway:WP3299&oldid=88676	let-7 inhibition of ES cell reprogramming	WikiPathways	M39466
2579	WP_INTERLEUKIN1_INDUCED_ACTIVATION_OF_NFKB	https://classic.wikipathways.org/index.php?title=Pathway:WP3656&oldid=117955	Interleukin-1 induced activation of NF-kB	WikiPathways	M39409
2580	WP_KYNURENINE_PATHWAY_AND_LINKS_TO_CELL_SENESCENCE	https://classic.wikipathways.org/index.php?title=Pathway:WP5044&oldid=125311	Kynurenine pathway and links to cell senescence	WikiPathways	M40055
2581	WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN	https://classic.wikipathways.org/index.php?title=Pathway:WP3872&oldid=123397	Regulation of apoptosis by parathyroid hormone-related protein	WikiPathways	M39533
2582	WP_SMALL_CELL_LUNG_CANCER	https://classic.wikipathways.org/index.php?title=Pathway:WP4658&oldid=124606	Small cell lung cancer	WikiPathways	M39834
2583	WP_TYROSINE_METABOLISM_AND_RELATED_DISORDERS	https://classic.wikipathways.org/index.php?title=Pathway:WP4506&oldid=123552	Tyrosine metabolism and related disorders	WikiPathways	M45543
2584	WP_WNT_SIGNALING_IN_KIDNEY_DISEASE	https://classic.wikipathways.org/index.php?title=Pathway:WP4150&oldid=116677	Wnt signaling in kidney disease	WikiPathways	M39699
2585	WP_PLURIPOTENT_STEM_CELL_DIFFERENTIATION_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2848&oldid=120814	Pluripotent stem cell differentiation pathway	WikiPathways	M39427
2586	WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY	https://classic.wikipathways.org/index.php?title=Pathway:WP4535&oldid=109210	Envelope proteins and their potential roles in EDMD physiopathology	WikiPathways	M39828
2587	WP_GANGLIO_SERIES_SPHINGOLIPID_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP5299&oldid=125333	Ganglio series sphingolipid metabolism	WikiPathways	M46459
2588	WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS	https://classic.wikipathways.org/index.php?title=Pathway:WP688&oldid=117673	Catalytic cycle of mammalian flavin-containing monooxygenases (FMOs)	WikiPathways	M39449
2589	WP_IL10_ANTIINFLAMMATORY_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP4495&oldid=123501	IL-10 anti-inflammatory signaling pathway	WikiPathways	M39796
2590	WP_MARKERS_OF_KIDNEY_CELL_LINEAGE	https://classic.wikipathways.org/index.php?title=Pathway:WP5236&oldid=125331	Markers of kidney cell lineage	WikiPathways	M46460
2591	WP_SYNAPTIC_VESICLE_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2267&oldid=117179	Synaptic vesicle pathway	WikiPathways	M39457
2592	WP_HEART_DEVELOPMENT	https://classic.wikipathways.org/index.php?title=Pathway:WP1591&oldid=118366	Heart development	WikiPathways	M39610
2593	WP_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS	https://classic.wikipathways.org/index.php?title=Pathway:WP4542&oldid=120673	Leukocyte-intrinsic Hippo pathway functions	WikiPathways	M39430
2594	WP_ACETYLCHOLINE_SYNTHESIS	https://classic.wikipathways.org/index.php?title=Pathway:WP528&oldid=120525	Acetylcholine synthesis	WikiPathways	M39640
2595	WP_METABOLISM_OF_SPHINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS	https://classic.wikipathways.org/index.php?title=Pathway:WP4142&oldid=124466	Metabolism of sphingolipids in ER and Golgi apparatus	WikiPathways	M39459
2596	WP_METHYLATION_PATHWAYS	https://classic.wikipathways.org/index.php?title=Pathway:WP704&oldid=117787	Methylation pathways	WikiPathways	M39493
2597	WP_NANOMATERIALINDUCED_INFLAMMASOME_ACTIVATION	https://classic.wikipathways.org/index.php?title=Pathway:WP3890&oldid=124504	Nanomaterial-induced inflammasome activation	WikiPathways	M39633
2598	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873	https://classic.wikipathways.org/index.php?title=Pathway:WP2873&oldid=123110	Aryl hydrocarbon receptor pathway	WikiPathways	M39615
2599	WP_DOPAMINERGIC_NEUROGENESIS	https://classic.wikipathways.org/index.php?title=Pathway:WP2855&oldid=117704	Dopaminergic neurogenesis	WikiPathways	M39580
